product-company-id,product-id,gtin,label,company-id,internal-reference,cat-id,brand_internal_reference,scraped_brand_name,last_recommended_price,last-original-price,min_price_in_store,max_price_in_store,avg_price_in_store,stddev_price_in_store,discount,creation_date,last-update-date,url,ranking,ratings_stars,rating_count,picture_url,company_stock,avg_stock_in_store,company_presence,company_to_order,company_out_of_stock,company_soon_available,stddev_stock_in_store
0 001 107 5402743,0,3165143408988.0,BOSCH Démarreur,2743,0 001 107 540,,,BOSCH,167.84,226.81,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/7477536,1464,4,,https://cdn.autodoc.de/thumb?id=7477536&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 001 110 1062743,0,,BOSCH Démarreur,2743,0 001 110 106,,,BOSCH,489.49,652.65,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144341,17,3,,https://cdn.autodoc.de/thumb?id=1144341&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 110 1222743,0,,BOSCH Démarreur,2743,0 001 110 122,,,BOSCH,206.83,275.77,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144347,9,3,,https://cdn.autodoc.de/thumb?id=1144347&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 110 1262743,0,3165142706368.0,BOSCH Démarreur,2743,0 001 110 126,,,BOSCH,399.53,532.7,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/7289447,48,3,,https://cdn.autodoc.de/thumb?id=7289447&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 110 1282743,0,3165142960036.0,BOSCH Démarreur,2743,0 001 110 128,,,BOSCH,354.74,472.99,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/7289446,19,3,,https://cdn.autodoc.de/thumb?id=7289446&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 110 1362743,0,3165143595381.0,BOSCH Démarreur,2743,0 001 110 136,,,BOSCH,314.51,419.34,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144354,30,3,,https://cdn.autodoc.de/thumb?id=1144354&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 110 1382743,0,3165143582091.0,BOSCH Démarreur,2743,0 001 110 138,,,BOSCH,156.89,209.19,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144355,4,5,,https://cdn.autodoc.de/thumb?id=1144355&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 123 0122743,0,,BOSCH Démarreur,2743,0 001 123 012,,,BOSCH,141.67,188.89,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144441,13,5,1.0,https://cdn.autodoc.de/thumb?id=1144441&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 123 0142743,0,,BOSCH Démarreur,2743,0 001 123 014,,,BOSCH,138.84,185.12,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144442,4,4,,https://cdn.autodoc.de/uploads/360_photos/1144442/preview.jpg,,,0,0,0,0,
0 001 123 0162743,0,,BOSCH Démarreur,2743,0 001 123 016,,,BOSCH,138.84,185.12,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144443,21,4,,https://cdn.autodoc.de/thumb?id=1144443&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 123 0282743,0,4047024257818.0,BOSCH Démarreur,2743,0 001 123 028,,,BOSCH,143.14,193.43,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/1144448,1443,4,,https://cdn.autodoc.de/thumb?id=1144448&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 001 123 0382743,0,4047024162273.0,BOSCH Démarreur,2743,0 001 123 038,,,BOSCH,223.03,297.37,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1144450,2,5,,https://cdn.autodoc.de/thumb?id=1144450&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 001 330 5122743,0,4047025522120.0,BOSCH Démarreur,2743,0 001 330 512,,,BOSCH,2001.86,2355.13,,,,,1,2020-04-21,2020-04-20 00:00:00,https://www.auto-doc.fr/search?keyword=Thermicamp+VW+T4&page=71,710,3,,https://cdn.autodoc.de/thumb?id=8437931&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 001 417 0232743,0,3165142148496.0,BOSCH Démarreur,2743,0 001 417 023,,0 001 417 023,BOSCH,1511.67,1778.44,,,,,1,2020-04-06,2020-05-12 00:00:00,https://www.auto-doc.fr/search?keyword=Zadi+9000&page=126,1256,3,,https://cdn.autodoc.de/thumb?id=1144970&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 001 420 0242743,0,3165142295909.0,BOSCH Démarreur,2743,0 001 420 024,,0 001 420 024,BOSCH,7923.78,9663.15,,,,,1,2020-05-12,2020-05-12 00:00:00,https://www.auto-doc.fr/bosch/1145008,1660,3,,https://cdn.autodoc.de/thumb?id=1145008&m=2&n=0&lng=fr&ccf=94077792,,,0,0,0,0,
0 092 M4F 3402743,0,4047024284906.0,BOSCH Batterie de démarrage,2743,0 092 M4F 340,,,BOSCH,38.53,52.07,,,,,1,2020-05-11,2020-05-11 00:00:00,https://moto.auto-doc.fr/bosch/1145101,940,5,,https://cdn.autodoc.de/thumb?id=1145101&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 092 M4F 3902743,0,4047024510609.0,BOSCH Batterie de démarrage,2743,0 092 M4F 390,,,BOSCH,45.62,61.65,,,,,1,2020-05-11,2020-05-11 00:00:00,https://moto.auto-doc.fr/bosch/1145106,1030,5,,https://cdn.autodoc.de/thumb?id=1145106&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 092 M4F 4102743,0,2503001244223.0,BOSCH Batterie de démarrage,2743,0 092 M4F 410,,,BOSCH,52.21,70.55,,,,,1,2020-04-21,2020-04-20 00:00:00,https://moto.auto-doc.fr/bosch/1145108,270,5,,https://cdn.autodoc.de/thumb?id=1145108&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 M4F 4202743,0,4047024510678.0,BOSCH Batterie de démarrage,2743,0 092 M4F 420,,,BOSCH,50.25,67.91,,,,,1,2020-04-21,2020-04-20 00:00:00,https://moto.auto-doc.fr/bosch/1145109,410,5,,https://cdn.autodoc.de/thumb?id=1145109&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 M60 0702743,0,4047024284241.0,BOSCH Batterie de démarrage,2743,0 092 M60 070,,,BOSCH,33.83,45.72,,,,,1,2020-05-11,2020-05-11 00:00:00,https://moto.auto-doc.fr/bosch/1145126,890,4,,https://cdn.autodoc.de/thumb?id=1145126&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 092 S30 0102743,0,4047023479204.0,BOSCH Batterie de démarrage,2743,0 092 S30 010,,,BOSCH,54.57,73.74,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/1145141,1130,4,1.0,https://cdn.autodoc.de/uploads/360_photos/1145141/preview.jpg,,,0,0,0,0,
0 092 S30 0802743,0,4047023479570.0,BOSCH Batterie de démarrage,2743,0 092 S30 080,,,BOSCH,99.78,124.72,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145148,54,4,,https://cdn.autodoc.de/uploads/360_photos/1145148/preview.jpg,,,0,0,0,0,
0 092 S30 1202743,0,4047023479457.0,BOSCH Batterie de démarrage,2743,0 092 S30 120,,,BOSCH,106.97,133.71,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145149,55,5,,https://cdn.autodoc.de/thumb?id=1145149&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 S30 1302743,0,4047023479464.0,BOSCH Batterie de démarrage,2743,0 092 S30 130,,,BOSCH,109.64,137.05,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145150,50,4,1.0,https://cdn.autodoc.de/thumb?id=1145150&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 S40 0802743,0,4047023479594.0,BOSCH Batterie de démarrage,2743,0 092 S40 080,,,BOSCH,96.83,130.85,,,,,1,2020-04-23,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/1145164,1370,4,2.0,https://cdn.autodoc.de/uploads/360_photos/1145164/preview.jpg,,,0,0,0,0,
0 092 S40 1002743,0,4047023479648.0,BOSCH Batterie de démarrage,2743,0 092 S40 100,,,BOSCH,112.83,141.04,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145166,52,4,,https://cdn.autodoc.de/uploads/360_photos/1145166/preview.jpg,,,0,0,0,0,
0 092 S40 1302743,0,4047023479471.0,BOSCH Batterie de démarrage,2743,0 092 S40 130,,,BOSCH,132.98,166.22,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145167,56,4,1.0,https://cdn.autodoc.de/uploads/360_photos/1145167/preview.jpg,,,0,0,0,0,
0 092 S50 0802743,0,4047023479617.0,BOSCH Batterie de démarrage,2743,0 092 S50 080,,,BOSCH,116.39,145.49,,,,,1,2020-04-21,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145186,44,4,1.0,https://cdn.autodoc.de/uploads/360_photos/1145186/preview.jpg,,,0,0,0,0,
0 092 S50 1002743,0,4047023573230.0,BOSCH Batterie de démarrage,2743,0 092 S50 100,,,BOSCH,128.5,160.63,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145187,35,4,3.0,https://cdn.autodoc.de/uploads/360_photos/1145187/preview.jpg,,,0,0,0,0,
0 092 S50 1302743,0,4047023479495.0,BOSCH Batterie de démarrage,2743,0 092 S50 130,,,BOSCH,157.32,196.65,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145188,62,4,,https://cdn.autodoc.de/uploads/360_photos/1145188/preview.jpg,,,0,0,0,0,
0 092 S50 1502743,0,4047024016989.0,BOSCH Batterie de démarrage,2743,0 092 S50 150,,,BOSCH,169.62,212.03,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145189,22,4,1.0,https://cdn.autodoc.de/uploads/360_photos/1145189/preview.jpg,,,0,0,0,0,
0 092 S5A 0802743,0,4047025244343.0,BOSCH Batterie de démarrage,2743,0 092 S5A 080,,,BOSCH,160.49,216.88,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/7616817,1460,4,1.0,https://cdn.autodoc.de/uploads/360_photos/7616817/preview.jpg,,,0,0,0,0,
0 092 S5A 1302743,0,4047025244367.0,BOSCH Batterie de démarrage,2743,0 092 S5A 130,,,BOSCH,209.64,283.3,,,,,1,2020-04-21,2020-04-20 00:00:00,https://www.auto-doc.fr/bosch/7616819,514,4,1.0,https://cdn.autodoc.de/thumb?id=7616819&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 S60 0202743,0,2030114519600.0,BOSCH Batterie de démarrage,2743,0 092 S60 020,,,BOSCH,381.5,476.88,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145196,20,3,,https://cdn.autodoc.de/thumb?id=1145196&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 092 T30 0802743,0,2503001135774.0,BOSCH Batterie de démarrage,2743,0 092 T30 080,,,BOSCH,82.95,112.1,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/1145206,1320,5,,https://cdn.autodoc.de/thumb?id=1145206&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 092 T30 1302743,0,4047024344792.0,BOSCH Batterie de démarrage,2743,0 092 T30 130,,,BOSCH,111.5,139.37,,,,,1,2020-04-23,2020-04-23 00:00:00,https://www.auto-doc.fr/bosch/1145207,31,5,,https://cdn.autodoc.de/thumb?id=1145207&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 120 339 5152743,0,3165142474908.0,BOSCH Alternateur,2743,0 120 339 515,,,BOSCH,453.14,612.35,,,,,1,2020-04-21,2020-04-20 00:00:00,https://www.auto-doc.fr/bosch/1145276,496,3,,https://cdn.autodoc.de/thumb?id=1145276&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 124 325 0832743,0,3165143445105.0,BOSCH Alternateur,2743,0 124 325 083,,,BOSCH,564.75,753.0,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1146086,18,3,,https://cdn.autodoc.de/thumb?id=1146086&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 124 325 0922743,0,4047024866072.0,BOSCH Alternateur,2743,0 124 325 092,,,BOSCH,406.95,542.6,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/671615,32,3,,https://cdn.autodoc.de/thumb?id=671615&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 124 325 1282743,0,3165143569016.0,BOSCH Alternateur,2743,0 124 325 128,,,BOSCH,740.34,987.12,,,,,1,2020-05-13,2020-05-13 00:00:00,https://www.auto-doc.fr/bosch/1146100,6,3,,https://cdn.autodoc.de/thumb?id=1146100&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 124 525 0302743,0,3165143382981.0,BOSCH Alternateur,2743,0 124 525 030,,0 124 525 030,BOSCH,601.03,760.8,,,,,1,2020-04-06,2020-05-17 00:00:00,https://www.auto-doc.fr/bosch/1146221,298,3,,https://cdn.autodoc.de/thumb?id=1146221&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 124 625 0222743,0,,BOSCH Alternateur,2743,0 124 625 022,,,BOSCH,358.35,484.25,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/1146320,1509,4,,https://cdn.autodoc.de/thumb?id=1146320&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 130 111 1302743,0,3165141815160.0,BOSCH Pulseur d'air habitacle,2743,0 130 111 130,,,BOSCH,47.67,64.42,,,,,1,2020-05-11,2020-05-11 00:00:00,https://camions.auto-doc.fr/bosch/662564,1065,4,,https://cdn.autodoc.de/thumb?id=662564&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 132 801 1742743,0,4047024641280.0,"BOSCH Correcteur, portée lumineuse",2743,0 132 801 174,,,BOSCH,51.73,69.9,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/658395,1107,5,,https://cdn.autodoc.de/thumb?id=658395&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
0 190 219 0012743,0,3165141863857.0,BOSCH Régulateur d'alternateur,2743,0 190 219 001,,0 190 219 001,BOSCH,2212.29,2665.41,,,,,1,2020-05-12,2020-05-12 00:00:00,https://www.auto-doc.fr/bosch/1146435,2021,3,,https://cdn.autodoc.de/thumb?id=1146435&m=2&n=0&lng=fr&ccf=94077793,,,0,0,0,0,
0 192 063 0012743,0,3165141043532.0,BOSCH Régulateur d'alternateur,2743,0 192 063 001,,,BOSCH,216.73,292.88,,,,,1,2020-04-21,2020-04-20 00:00:00,https://camions.auto-doc.fr/bosch/1146470,718,3,,https://cdn.autodoc.de/thumb?id=1146470&m=2&n=0&lng=fr&ccf=94077774,,,0,0,0,0,
0 204 031 3082743,0,4047023113917.0,BOSCH Régulateur de freinage,2743,0 204 031 308,,,BOSCH,109.51,147.98,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/671799,1705,5,,https://cdn.autodoc.de/thumb?id=671799&lng=fr&ccf=94077790,,,0,0,0,0,
0 204 031 6812743,0,3165143334966.0,BOSCH Régulateur de freinage,2743,0 204 031 681,,,BOSCH,90.39,122.15,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/671812,1693,4,,https://cdn.autodoc.de/thumb?id=671812&lng=fr&ccf=94077790,,,0,0,0,0,
0 204 055 0512743,0,4047024630482.0,BOSCH Dispositif d'assistance de frein,2743,0 204 055 051,,,BOSCH,162.77,232.53,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/674738,1713,4,,https://cdn.autodoc.de/uploads/generic/atd/200x200/74.png,,,0,0,0,0,
0 204 055 1272743,0,4047024649897.0,BOSCH Dispositif d'assistance de frein,2743,0 204 055 127,,,BOSCH,149.65,213.79,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/674739,1712,4,,https://cdn.autodoc.de/uploads/generic/atd/200x200/74.png,,,0,0,0,0,
0 204 113 5102743,0,4047024640030.0,BOSCH KIT PRO Jeu de mâchoires de frein,2743,0 204 113 510,,,BOSCH,63.54,85.87,,,,,1,2020-05-11,2020-05-11 00:00:00,https://www.auto-doc.fr/bosch/662654,1218,4,,https://cdn.autodoc.de/thumb?id=662654&m=2&n=0&lng=fr&ccf=94077790,,,0,0,0,0,
